,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
715,"Cleveland, OH",41.4785,-81.6794,Bourbon Street Barrel Room,41.479889291426986,-81.68490276431957,Cajun / Creole Restaurant
716,"Cleveland, OH",41.4785,-81.6794,Flying Monkey Pub,41.479499064592005,-81.68433359333467,Pub
717,"Cleveland, OH",41.4785,-81.6794,Tremont Pointe Playground,41.47823139558535,-81.6808015787431,Playground
718,"Cleveland, OH",41.4785,-81.6794,I-490 Exit 1B - W 7th St,41.47654643249966,-81.6797286272049,Intersection
719,"Cleveland, OH",41.4785,-81.6794,Cleveland,41.48025155070199,-81.68084435719507,Bus Station
720,"Cleveland, OH",41.4785,-81.6794,The Beauty Room,41.477384,-81.682241,Nail Salon
721,"Cleveland, OH",41.4785,-81.6794,affoGATO Cat Café,41.477413,-81.68237,Café
722,"Cleveland, OH",41.4785,-81.6794,April Snow,41.478002000000004,-81.682687,Women's Store
723,"Cleveland, OH",41.4785,-81.6794,Roosevelt Veterans Post #58 PLAV,41.4790189032584,-81.68433137468526,Bar
724,"Cleveland, OH",41.4785,-81.6794,Pinky's Daily Planner,41.479778,-81.684563,Women's Store
725,"Cleveland, OH",41.4785,-81.6794,Farhenheit,41.47978356629424,-81.68464084653812,Food Truck
726,"Cleveland, OH",41.4785,-81.6794,The Cleveland Auction Company,41.479461,-81.684882,Furniture / Home Store
727,"Cleveland, OH",41.4785,-81.6794,Tremont General Store,41.479545,-81.684879,Convenience Store
728,"Bakersfield, CA",35.3212,-119.0183,Walgreens,35.3243458,-119.0220544,Pharmacy
729,"Bakersfield, CA",35.3212,-119.0183,Hungry Howie's Pizza,35.316866999999995,-119.01896699999999,Pizza Place
730,"Bakersfield, CA",35.3212,-119.0183,Popeyes Louisiana Kitchen,35.31731161467646,-119.01897221803665,Fried Chicken Joint
731,"Bakersfield, CA",35.3212,-119.0183,Redbox,35.324786,-119.021207,Video Store
732,"Bakersfield, CA",35.3212,-119.0183,KFC,35.316866999999995,-119.01896699999999,Fast Food Restaurant
733,"Bakersfield, CA",35.3212,-119.0183,Montana Capital Car Title Loans,35.3237769,-119.0214347,Financial or Legal Service
734,"Bakersfield, CA",35.3212,-119.0183,Fastrip,35.31806158,-119.02178388,Gas Station
735,"Bakersfield, CA",35.3212,-119.0183,Mariscos Puerto Vallarta,35.316866999999995,-119.01896699999999,Mexican Restaurant
736,"Honolulu, HI",21.3243,-157.8476,Kapena Falls,21.324105464446117,-157.8460075926859,Waterfall
737,"Honolulu, HI",21.3243,-157.8476,Hawaii Tenri Judojo,21.32587848498708,-157.84905717130562,Martial Arts Dojo
738,"Santa Ana, CA",33.7363,-117.883,Northgate Gonzalez Markets,33.7336399589347,-117.88596266209164,Grocery Store
739,"Santa Ana, CA",33.7363,-117.883,7-Eleven,33.73485,-117.885543,Convenience Store
740,"Santa Ana, CA",33.7363,-117.883,Potzol Den Cano,33.735136,-117.88457,Mexican Restaurant
741,"Santa Ana, CA",33.7363,-117.883,Bristol St. & McFadden Ave.,33.7342506281006,-117.88513188764426,Intersection
742,"Santa Ana, CA",33.7363,-117.883,Somboon Thai Food,33.733072,-117.88620800000001,Thai Restaurant
743,"Riverside, CA",33.9381,-117.3932,Teriyaki Plus,33.93869,-117.39718500000001,Asian Restaurant
744,"Riverside, CA",33.9381,-117.3932,Sphinx Comics Cards & Collectables,33.940162621269366,-117.3952099753511,Comic Shop
745,"Riverside, CA",33.9381,-117.3932,Redbox,33.94177,-117.393651,Video Store
746,"Riverside, CA",33.9381,-117.3932,Circle K,33.941374,-117.3936495,Convenience Store
747,"Riverside, CA",33.9381,-117.3932,Judge Diane Ritchie,33.93645285147626,-117.39426970481871,Business Service
748,"Riverside, CA",33.9381,-117.3932,Adventurers Guild,33.939961775,-117.39489281666667,Toy / Game Store
749,"Riverside, CA",33.9381,-117.3932,Rancho Grande Mexican Food,33.94128696626015,-117.3934142346789,Mexican Restaurant
750,"Riverside, CA",33.9381,-117.3932,El Cameron Loco,33.9413839599043,-117.39353471619606,Mexican Restaurant
751,"Riverside, CA",33.9381,-117.3932,adams smoke shop,33.93883514404297,-117.39716339111328,Smoke Shop
752,"Riverside, CA",33.9381,-117.3932,Freeway Insurance,33.94115,-117.394957,Insurance Office
753,"Riverside, CA",33.9381,-117.3932,European International Market & Deli,33.938973,-117.397228,Deli / Bodega
754,"Riverside, CA",33.9381,-117.3932,Massage Green,33.941450977681114,-117.3945559375177,Massage Studio
755,"Riverside, CA",33.9381,-117.3932,Market Broiler Corp Office,33.939409999999995,-117.397428,Seafood Restaurant
756,"Lexington, KY",38.0407,-84.4583,Rite Aid,38.04328764947867,-84.45819949360417,Pharmacy
757,"Lexington, KY",38.0407,-84.4583,Dickey's Barbecue,38.04390549411359,-84.45721611143945,BBQ Joint
758,"Lexington, KY",38.0407,-84.4583,U.S. Bank ATM,38.04252616998748,-84.46053911432955,ATM
759,"Lexington, KY",38.0407,-84.4583,Hardee's,38.04282623486453,-84.46210513124186,Fast Food Restaurant
760,"Lexington, KY",38.0407,-84.4583,Hertz,38.038263,-84.455015,Rental Car Location
761,"Lexington, KY",38.0407,-84.4583,Enterprise Rent-A-Car,38.04212082780448,-84.46164940573311,Rental Car Location
762,"Lexington, KY",38.0407,-84.4583,Family Dollar,38.044596000000006,-84.458999,Discount Store
763,"Lexington, KY",38.0407,-84.4583,Chase Bank,38.0450223,-84.4574919,Bank
764,"Lexington, KY",38.0407,-84.4583,Save-A-Lot,38.044596000000006,-84.458999,Grocery Store
765,"Lexington, KY",38.0407,-84.4583,Corleoni's Pizzeria,38.042405,-84.458052,Pizza Place
766,"Lexington, KY",38.0407,-84.4583,Ken Towery's Tire & AutoCare,38.0430434555469,-84.4593809768503,Other Repair Shop
767,"Lexington, KY",38.0407,-84.4583,Game King,38.04253369516984,-84.46059002779079,Video Game Store
768,"Lexington, KY",38.0407,-84.4583,Roberts Health Foods,38.043400672247465,-84.45996683584298,Grocery Store
769,"Lexington, KY",38.0407,-84.4583,Martine's Pastries,38.043902,-84.46087299999999,Bakery
770,"Lexington, KY",38.0407,-84.4583,Detroit Coney Island,38.044596000000006,-84.458999,Hot Dog Joint
771,"Lexington, KY",38.0407,-84.4583,Car Stereo Warehouse,38.037310999999995,-84.454952,Electronics Store
772,"Stockton, CA",37.9763,-121.3133,Aquatics Center,37.97756807080933,-121.3152751478827,Pool
773,"Stockton, CA",37.9763,-121.3133,Klein Family Field,37.975843978020464,-121.31607022062016,College Baseball Diamond
774,"Saint Paul, MN",44.9489,-93.1041,Minnesota History Center,44.94941182322309,-93.10484528065587,History Museum
775,"Saint Paul, MN",44.9489,-93.1041,Babani's Kurdish Restaurant,44.94972225029281,-93.10016923790515,Middle Eastern Restaurant
776,"Saint Paul, MN",44.9489,-93.1041,Mickey's Diner,44.947760421410116,-93.09826230789335,Diner
777,"Saint Paul, MN",44.9489,-93.1041,The Liffey Irish Pub,44.944473280404985,-93.1032528949072,Pub
778,"Saint Paul, MN",44.9489,-93.1041,Best Western Plus Capitol Ridge,44.95184226861579,-93.10715943574905,Hotel
779,"Saint Paul, MN",44.9489,-93.1041,7th Street anywhere,44.94841906167919,-93.10603620375772,Moving Target
780,"Saint Paul, MN",44.9489,-93.1041,Cafe Minnesota,44.9492867141752,-93.10479836546827,Museum
781,"Saint Paul, MN",44.9489,-93.1041,Ruam Mit Thai,44.9478367,-93.09851189999999,Thai Restaurant
782,"Saint Paul, MN",44.9489,-93.1041,Ginkgo Coffeehouse,44.94918307582016,-93.10000621134665,Coffee Shop
783,"Saint Paul, MN",44.9489,-93.1041,Catholic charities,44.946914,-93.101057,Restaurant
784,"Saint Paul, MN",44.9489,-93.1041,Pho #1,44.949638,-93.099655,Vietnamese Restaurant
785,"Saint Paul, MN",44.9489,-93.1041,The Minnesota World War II Veterans Memorial,44.95189726352692,-93.102245,Historic Site
786,"Saint Paul, MN",44.9489,-93.1041,City View Café,44.94899619547132,-93.10883744541627,College Cafeteria
787,"Saint Paul, MN",44.9489,-93.1041,Clear Lakes Dental,44.94997,-93.09944,Dentist's Office
788,"Saint Paul, MN",44.9489,-93.1041,Nice Ride - Kellogg Blvd W & Smith Ave,44.945128563508916,-93.10332895363307,Bike Rental / Bike Share
789,"Saint Paul, MN",44.9489,-93.1041,Cupcake On The Go,44.95228961713175,-93.10672650336562,Food Truck
790,"Saint Paul, MN",44.9489,-93.1041,Gastrotruck,44.953076,-93.103766,Food Truck
791,"Saint Paul, MN",44.9489,-93.1041,Headwaters Bistro,44.94507954244125,-93.10171348782875,Sandwich Place
792,"Saint Paul, MN",44.9489,-93.1041,Monster Dash 10m,44.94607463859267,-93.1085722464736,Historic Site
793,"St. Louis, MO",38.6357,-90.2446,Narwhal's Crafted Urban Ice,38.63600653644214,-90.24216010828563,Bar
794,"St. Louis, MO",38.6357,-90.2446,Retreat Gastropub,38.6371109119148,-90.24661140363074,Gastropub
795,"St. Louis, MO",38.6357,-90.2446,IKEA,38.63370554704885,-90.24433766950877,Furniture / Home Store
796,"St. Louis, MO",38.6357,-90.2446,Scottish Arms,38.636759532580406,-90.2467120046853,Pub
797,"St. Louis, MO",38.6357,-90.2446,Kaldi's Coffee,38.635980085851784,-90.24203327622385,Coffee Shop
798,"St. Louis, MO",38.6357,-90.2446,BLK MKT,38.63578163700024,-90.24211042380196,Sushi Restaurant
799,"St. Louis, MO",38.6357,-90.2446,IKEA Cafeteria,38.63369336506223,-90.24446431077763,Fast Food Restaurant
800,"St. Louis, MO",38.6357,-90.2446,Crazy Bowls and Wraps,38.63869323727842,-90.24066952851324,New American Restaurant
801,"St. Louis, MO",38.6357,-90.2446,JJ's Clubhouse & Bar,38.63220604407887,-90.2429609747888,Gay Bar
802,"St. Louis, MO",38.6357,-90.2446,Cafe Ventana,38.637862,-90.242136,Coffee Shop
803,"St. Louis, MO",38.6357,-90.2446,CVS pharmacy,38.63931479583173,-90.24178741332011,Pharmacy
804,"St. Louis, MO",38.6357,-90.2446,Qdoba Mexican Grill,38.63994888272444,-90.24478644132614,Mexican Restaurant
805,"St. Louis, MO",38.6357,-90.2446,Arby's,38.6399,-90.2438,Fast Food Restaurant
806,"St. Louis, MO",38.6357,-90.2446,Salvation Army,38.63629439933097,-90.24823121254863,Thrift / Vintage Store
807,"St. Louis, MO",38.6357,-90.2446,Papa John's Pizza,38.635669666115106,-90.24083930001734,Pizza Place
808,"St. Louis, MO",38.6357,-90.2446,Subway,38.637855405150404,-90.24103354059076,Sandwich Place
809,"St. Louis, MO",38.6357,-90.2446,Papa John's Pizza,38.63582520116528,-90.24084283426606,Pizza Place
810,"St. Louis, MO",38.6357,-90.2446,Domino's Pizza,38.63898516060358,-90.24221420288086,Pizza Place
811,"St. Louis, MO",38.6357,-90.2446,Wingstop,38.63975358433054,-90.24471795904157,Wings Joint
812,"St. Louis, MO",38.6357,-90.2446,Forest Park Goodwill Retail Store and Sheltered Workshop,38.635923323658986,-90.24841859246875,Clothing Store
813,"St. Louis, MO",38.6357,-90.2446,Habitat For Humanity ReStore,38.63475245882103,-90.24006851341728,Furniture / Home Store
814,"St. Louis, MO",38.6357,-90.2446,Jimmy John's,38.63566267011005,-90.24071936906687,Sandwich Place
815,"St. Louis, MO",38.6357,-90.2446,Yiro/Gyro,38.635026,-90.242389,Greek Restaurant
816,"St. Louis, MO",38.6357,-90.2446,Lindell & Vandeventer,38.63878670704965,-90.24157880501494,Intersection
817,"St. Louis, MO",38.6357,-90.2446,Dink’s,38.6315351961721,-90.24453049151033,Lounge
818,"Cincinnati, OH",39.1402,-84.5058,Dobsa Giraffe Ridge,39.143495001965206,-84.50697488159688,Zoo Exhibit
819,"Cincinnati, OH",39.1402,-84.5058,Cincinnati Zoo & Botanical Garden,39.142739609365336,-84.50926635003022,Zoo
820,"Cincinnati, OH",39.1402,-84.5058,Marge Schott-Unnewehr Elephant Reserve,39.14310880548587,-84.50811415761555,Zoo Exhibit
821,"Cincinnati, OH",39.1402,-84.5058,Cincinnati Children's Hospital Cafeteria,39.140524104955375,-84.50190514224023,Cafeteria
822,"Cincinnati, OH",39.1402,-84.5058,P&G Discovery Forest,39.14275618778665,-84.50725166769104,Exhibit
823,"Cincinnati, OH",39.1402,-84.5058,Skyline Chili,39.14327516939895,-84.50836211442947,Hot Dog Joint
824,"Cincinnati, OH",39.1402,-84.5058,The Cincinnati Zoo Shop,39.14318727786147,-84.50879625552184,Gift Shop
825,"Cincinnati, OH",39.1402,-84.5058,Kingsgate Marriott Conference Center at the University of Cincinnati,39.1367,-84.5073,Hotel
826,"Cincinnati, OH",39.1402,-84.5058,Bearcat Lounge,39.13664164605649,-84.5075203140411,Hotel Bar
827,"Cincinnati, OH",39.1402,-84.5058,Cheetah Encounter,39.143682938853416,-84.50615324057104,Zoo Exhibit
828,"Cincinnati, OH",39.1402,-84.5058,Kroger,39.13635126418152,-84.50504038474672,Supermarket
829,"Cincinnati, OH",39.1402,-84.5058,Subway,39.13991391808764,-84.50392389729683,Sandwich Place
830,"Cincinnati, OH",39.1402,-84.5058,Starbucks,39.136672,-84.507369,Coffee Shop
831,"Cincinnati, OH",39.1402,-84.5058,Caminetto Euro-American Bistro,39.13657322235907,-84.50742003247261,Eastern European Restaurant
832,"Cincinnati, OH",39.1402,-84.5058,Fitness Center At CARE/Crawley,39.138855323581446,-84.50459734537104,Gym
833,"Cincinnati, OH",39.1402,-84.5058,Au Bon Pain,39.13750310216029,-84.5031716456046,Bakery
834,"Cincinnati, OH",39.1402,-84.5058,Gold Star Chili,39.140324,-84.502205,American Restaurant
835,"Cincinnati, OH",39.1402,-84.5058,VA Patriot Cafe,39.138209,-84.50918399999999,Café
836,"Cincinnati, OH",39.1402,-84.5058,Guest Relations / Membership Services,39.14265941554261,-84.50889050960541,Tourist Information Center
837,"Cincinnati, OH",39.1402,-84.5058,Swan lake,39.14371601801775,-84.5078836199265,Park
838,"Cincinnati, OH",39.1402,-84.5058,Africa,39.144334701322016,-84.5068584850832,Zoo Exhibit
839,"Cincinnati, OH",39.1402,-84.5058,Watering Hole,39.14362569905715,-84.50902959421504,Snack Place
840,"Pittsburgh, PA",40.4398,-79.9766,The Hill District,40.44200220760069,-79.97429536248372,Neighborhood
841,"Pittsburgh, PA",40.4398,-79.9766,Pittsburgh Association of the Deaf,40.43730575858692,-79.97966919535773,Bar
842,"Pittsburgh, PA",40.4398,-79.9766,Kennard Park,40.44172699667933,-79.97268397617272,Park
843,"Pittsburgh, PA",40.4398,-79.9766,Welcome to Uptown,40.43755697657098,-79.97298002243042,Park
844,"Greensboro, NC",36.0951,-79.827,guilford hills park,36.09308816116277,-79.82784410639864,Park
845,"Greensboro, NC",36.0951,-79.827,Father Raymond's Sip and Swim,36.09422760911672,-79.83168125152588,Playground
846,"Plano, TX",33.0508,-96.7479,DoubleTree By Hilton Fitness Center/Gym,33.05249144898678,-96.75063553244173,Gym
847,"Plano, TX",33.0508,-96.7479,Horseshoe Park,33.049523344400946,-96.74278968472296,Park
848,"Lincoln, NE",40.8105,-96.6803,taqueria el rey,40.81303192648378,-96.68184319747817,Mexican Restaurant
849,"Lincoln, NE",40.8105,-96.6803,El Rancho,40.81371510913743,-96.68209112842287,Mexican Restaurant
850,"Lincoln, NE",40.8105,-96.6803,AAA,40.81384044965253,-96.67908116645773,Insurance Office
851,"Lincoln, NE",40.8105,-96.6803,H&R Block,40.8132433133495,-96.68291876252914,Business Service
852,"Lincoln, NE",40.8105,-96.6803,M & N Sandwich,40.80661241601288,-96.68218001958853,Sandwich Place
853,"Lincoln, NE",40.8105,-96.6803,G&G,40.80852586537245,-96.68206758991666,Smoke Shop
854,"Lincoln, NE",40.8105,-96.6803,27 th & J normal bus stop,40.808368851653455,-96.68204209987078,Bus Stop
855,"Lincoln, NE",40.8105,-96.6803,A La Carte,40.812777,-96.682591,Food Truck
856,"Lincoln, NE",40.8105,-96.6803,El Rancho Taco Truck,40.813952,-96.682152,Mexican Restaurant
857,"Lincoln, NE",40.8105,-96.6803,American Legion Park,40.80687679934535,-96.68225785522763,Social Club
858,"Lincoln, NE",40.8105,-96.6803,Elder Jewelry,40.8131502,-96.6760204,Jewelry Store
859,"Orlando, FL",28.4166,-81.2736,Ryland Homes Model Home Center,28.4188102240933,-81.27423254095919,Furniture / Home Store
860,"Irvine, CA",33.6784,-117.7713,Oak Creek Golf Club,33.6769299,-117.7706462,Golf Course
861,"Irvine, CA",33.6784,-117.7713,Lennar at Travata,33.68091,-117.7718375,Home Service
862,"Irvine, CA",33.6784,-117.7713,Oak Creek Driving Range,33.67565643692938,-117.77046725267101,Golf Driving Range
863,"Irvine, CA",33.6784,-117.7713,PlumbFix,33.68123,-117.77174,Home Service
864,"Irvine, CA",33.6784,-117.7713,Walnut Trail / Oak Creek Golf Club Bridge,33.68215,-117.768813,Trail
865,"Newark, NJ",40.7242,-74.1726,Delicias De Minas Restaurante,40.72689863222912,-74.16828784581357,Brazilian Restaurant
866,"Newark, NJ",40.7242,-74.1726,Aguilas de Mexico,40.72393616494488,-74.16749127656816,Mexican Restaurant
867,"Newark, NJ",40.7242,-74.1726,Enterprise Rent-A-Car,40.727385999999996,-74.172276,Rental Car Location
868,"Newark, NJ",40.7242,-74.1726,Club Metro USA,40.72721528548917,-74.1726644380553,Gym / Fitness Center
869,"Newark, NJ",40.7242,-74.1726,Dunkin',40.72519820896843,-74.17233763492894,Donut Shop
870,"Newark, NJ",40.7242,-74.1726,Wells Fargo,40.72734210572501,-74.17651444673544,Bank
871,"Newark, NJ",40.7242,-74.1726,Espalha Brasas Restaurant,40.724354,-74.167668,Portuguese Restaurant
872,"Newark, NJ",40.7242,-74.1726,Rite Aid,40.724527,-74.177625,Pharmacy
873,"Newark, NJ",40.7242,-74.1726,McDonald's,40.72667133119432,-74.1732582449913,Fast Food Restaurant
874,"Newark, NJ",40.7242,-74.1726,The Salvation Army - Newark ARC,40.72442755634601,-74.17370217750037,Thrift / Vintage Store
875,"Newark, NJ",40.7242,-74.1726,Amtrak Acela 2153,40.72510491561534,-74.17251364999079,Train
876,"Newark, NJ",40.7242,-74.1726,LBV Wines and Liquors,40.72509193984469,-74.17256599245361,Wine Shop
877,"Newark, NJ",40.7242,-74.1726,NJT - M&E 0417,40.724101303792146,-74.17507817665282,Train Station
878,"Newark, NJ",40.7242,-74.1726,The Loft,40.72549132525304,-74.17506944017106,Pizza Place
879,"Newark, NJ",40.7242,-74.1726,The Village Bar,40.722390999999995,-74.17522,Bar
880,"Newark, NJ",40.7242,-74.1726,Betel Bakery,40.721241,-74.169626,Bakery
881,"Newark, NJ",40.7242,-74.1726,Roma Pizzeria,40.727854128110174,-74.16982639170448,Pizza Place
882,"Newark, NJ",40.7242,-74.1726,NJT - Bus Stop,40.72673342647242,-74.1771007130482,Bus Stop
883,"Toledo, OH",41.6641,-83.5819,Dexter's Jamaican Restaurant,41.663566885818895,-83.58775362285982,Nightclub
884,"Toledo, OH",41.6641,-83.5819,Fosters,41.663294,-83.582374,Cosmetics Shop
885,"Toledo, OH",41.6641,-83.5819,Country Villa Assisted Living,41.66359895697965,-83.58271837234497,Home Service
886,"Toledo, OH",41.6641,-83.5819,Macomber Market,41.665669,-83.579362,Convenience Store
887,"Toledo, OH",41.6641,-83.5819,Bud's Sewer and Drain Cleaning,41.66587,-83.5778,Construction & Landscaping
888,"Toledo, OH",41.6641,-83.5819,"Law Office of Teresa Dewey Bacho, LLC",41.66,-83.58,Lawyer
889,"Durham, NC",35.9811,-78.9029,Bull City Riders,35.98041,-78.904735,Bar
890,"Durham, NC",35.9811,-78.9029,Wang's Garden,35.984772965779555,-78.89980464734887,Asian Restaurant
891,"Fort Wayne, IN",41.0882,-85.1439,La Michoacana,41.087312,-85.145893,Mexican Restaurant
892,"Fort Wayne, IN",41.0882,-85.1439,Hop River Brewing Company,41.088290183222796,-85.1434789965571,Brewery
893,"Fort Wayne, IN",41.0882,-85.1439,Don Chava's Mexican Grill,41.08551076087016,-85.1453924509607,Mexican Restaurant
894,"Fort Wayne, IN",41.0882,-85.1439,Hyde Brothers,41.08744891037587,-85.14532896887161,Bookstore
895,"Fort Wayne, IN",41.0882,-85.1439,Big Eyed Fish,41.087766638421236,-85.14549772323615,Seafood Restaurant
896,"Fort Wayne, IN",41.0882,-85.1439,Klemm's Kafe,41.08754353888912,-85.14575772058663,Breakfast Spot
897,"Fort Wayne, IN",41.0882,-85.1439,Wells Street Corridor,41.08908426610981,-85.14562469294735,General Travel
898,"Fort Wayne, IN",41.0882,-85.1439,Headwaters Park,41.08515764570362,-85.13964414596558,Park
899,"Fort Wayne, IN",41.0882,-85.1439,SUBWAY,41.088111,-85.145205,Sandwich Place
900,"Fort Wayne, IN",41.0882,-85.1439,Shooting Star Records,41.088321,-85.14585699999999,Record Shop
901,"Fort Wayne, IN",41.0882,-85.1439,Guitar Exchange,41.088201163547794,-85.14568039834367,Music Store
902,"Fort Wayne, IN",41.0882,-85.1439,Bird And Cleaver,41.088844,-85.145908,Bistro
903,"Fort Wayne, IN",41.0882,-85.1439,Brewers Art Supply,41.087312,-85.145893,Hobby Shop
904,"Fort Wayne, IN",41.0882,-85.1439,Indiana Mexican Bakery,41.087168,-85.14591,Mexican Restaurant
905,"Fort Wayne, IN",41.0882,-85.1439,Big Apple Pizza,41.084718,-85.145362,Pizza Place
906,"Fort Wayne, IN",41.0882,-85.1439,Richard's Bakery,41.084666999999996,-85.14531,Bakery
907,"Fort Wayne, IN",41.0882,-85.1439,Lawton Skate Park,41.08763638941107,-85.13885860288246,Skate Park
908,"Fort Wayne, IN",41.0882,-85.1439,Promenade Park,41.084171,-85.143061,Park
909,"Fort Wayne, IN",41.0882,-85.1439,D&M Apparel,41.083912,-85.14506899999999,Clothing Store
910,"Jersey City, NJ",40.7114,-74.0648,The Grind Shop,40.71167004340248,-74.06287219348673,Coffee Shop
911,"Jersey City, NJ",40.7114,-74.0648,Harry’s Daughter,40.710904345525826,-74.0620705746684,Caribbean Restaurant
912,"Jersey City, NJ",40.7114,-74.0648,Corgi Spirits at The Jersey City Distillery,40.70830368239885,-74.06480333536639,Distillery
913,"Jersey City, NJ",40.7114,-74.0648,Hooked JC,40.714708829406916,-74.0670085781853,Fish & Chips Shop
914,"Jersey City, NJ",40.7114,-74.0648,Pinwheel Garden: Dumpling And Noodle Bar,40.710412,-74.061095,Dumpling Restaurant
915,"Jersey City, NJ",40.7114,-74.0648,The Oak On Pine,40.710198,-74.06137700000001,Restaurant
916,"Jersey City, NJ",40.7114,-74.0648,Puchu's Grocery and Deli,40.71219031133028,-74.06192141189253,Deli / Bodega
917,"Jersey City, NJ",40.7114,-74.0648,Tsigonia Paint & Hardware,40.712902,-74.064285,Garden Center
918,"Jersey City, NJ",40.7114,-74.0648,Berry Lane Park,40.71104910868847,-74.07012913133313,Park
919,"Jersey City, NJ",40.7114,-74.0648,Lafayette Aquatics Center,40.714798898084396,-74.06093510558544,Pool
920,"Jersey City, NJ",40.7114,-74.0648,Pacific Flea,40.708056,-74.067769,Antique Shop
921,"Jersey City, NJ",40.7114,-74.0648,"Boca""s Play N Stay",40.709531,-74.068258,Pet Store
922,"Jersey City, NJ",40.7114,-74.0648,Hudson-Bergen Light Rail,40.708173915000415,-74.06330350206692,Light Rail Station
923,"St. Petersburg, FL",27.762,-82.6441,Roser Park,27.764412029008557,-82.64480724692608,Park
924,"St. Petersburg, FL",27.762,-82.6441,Family Dollar,27.759640171339505,-82.6469911582292,Discount Store
925,"St. Petersburg, FL",27.762,-82.6441,Joffrey's Coffee and Tea Company,27.762969,-82.641651,Coffee Shop
926,"St. Petersburg, FL",27.762,-82.6441,Dr Hess,27.764080057893054,-82.64063441010973,Optical Shop
927,Madison WI,43.0878,-89.4299,Bucky on Parade - Goodnight Bucky,43.084485,-89.428802,Public Art
928,Madison WI,43.0878,-89.4299,Frautchi Point,43.09074138616422,-89.4336860352741,Trail
929,"Chandler, AZ",33.2829,-111.8549,Cornerstone Gift Shop,33.28316,-111.856742,Gift Shop
930,"Chandler, AZ",33.2829,-111.8549,Cornerstone Cafe,33.28312964949234,-111.85677307184602,Coffee Shop
931,"Chandler, AZ",33.2829,-111.8549,Hi Health,33.28398635957087,-111.85612786129202,Pharmacy
932,"Chandler, AZ",33.2829,-111.8549,Parcland Crossing Pool,33.28506825740885,-111.8543986542361,Pool
933,"Chandler, AZ",33.2829,-111.8549,Wills Road and Alma School,33.2844123840332,-111.85884857177734,Intersection
934,"Chandler, AZ",33.2829,-111.8549,My M Fruit,33.284567,-111.850573,Food
935,"Buffalo, NY",42.8925,-78.8597,A 24 Hour Door National,42.892134999999996,-78.857802,Home Service
936,"Buffalo, NY",42.8925,-78.8597,"Buffalo Blacktop & More, Inc.",42.89536544425817,-78.86098980903625,Home Service
937,"Buffalo, NY",42.8925,-78.8597,Broadway Mini Mart,42.888641,-78.86081800000001,Convenience Store
938,"Buffalo, NY",42.8925,-78.8597,New Foster's Lounge,42.893966,-78.85424499999999,Bar
939,"Buffalo, NY",42.8925,-78.8597,Ukrainian Home Dnipro,42.895806188165544,-78.85574017694617,Pub
940,"Buffalo, NY",42.8925,-78.8597,Sycamore And Jefferson,42.8929519565198,-78.85366666825695,Intersection
941,"Lubbock, TX",33.5656,-101.8867,Caprock Cafe,33.56300395887375,-101.88904062654598,American Restaurant
942,"Lubbock, TX",33.5656,-101.8867,Holly Hop's Ice Cream Shoppe,33.56327293834181,-101.88817861060075,Ice Cream Shop
943,"Lubbock, TX",33.5656,-101.8867,Yoga Bean,33.5630174642579,-101.88308410430935,Yoga Studio
944,"Lubbock, TX",33.5656,-101.8867,Jumbo Joe's,33.563597202301025,-101.885051,Burger Joint
945,"Lubbock, TX",33.5656,-101.8867,The Crafthouse Gastropub,33.563032057465485,-101.88295668566509,Gastropub
946,"Lubbock, TX",33.5656,-101.8867,Redbox,33.562778,-101.888453,Video Store
947,"Lubbock, TX",33.5656,-101.8867,Walgreens,33.5629576,-101.8883029,Pharmacy
948,"Lubbock, TX",33.5656,-101.8867,Prock Automotive,33.563646000000006,-101.887439,Automotive Shop
949,"Lubbock, TX",33.5656,-101.8867,Undergrounds,33.56304314101944,-101.88738708585777,Café
950,"Lubbock, TX",33.5656,-101.8867,Peace O' Cake,33.563685,-101.888927,Bakery
951,"Lubbock, TX",33.5656,-101.8867,Hester Books,33.563697,-101.89023900000001,Bookstore
952,"Lubbock, TX",33.5656,-101.8867,Ollie's Liquor,33.5627,-101.889217,Liquor Store
953,"Lubbock, TX",33.5656,-101.8867,Woody's Brick Oven Pizza & Grill,33.5627119,-101.8831015,Pizza Place
954,"Lubbock, TX",33.5656,-101.8867,Hollyhock's,33.562775,-101.890679,Gift Shop
955,"Reno, NV",39.5491,-119.8499,Keystone Canyon,39.5510296917009,-119.84895453357927,Trail
956,"Glendale, AZ",33.5331,-112.1899,Robert Emmet's Food & Spirits,33.53064,-112.18584,Bar
957,"Glendale, AZ",33.5331,-112.1899,Family Dollar,33.529695000000004,-112.18670300000001,Discount Store
958,"Glendale, AZ",33.5331,-112.1899,N. 59th Ave. and W. Maryland Ave.,33.53137419206298,-112.18626737594604,Intersection
959,"Glendale, AZ",33.5331,-112.1899,Frederico's Mexican Restaurant,33.534423,-112.185947,Mexican Restaurant
960,"Glendale, AZ",33.5331,-112.1899,Federico's,33.534423,-112.185947,Mexican Restaurant
961,"Glendale, AZ",33.5331,-112.1899,El Gran Taquito LLC,33.530274,-112.185845,Mexican Restaurant
962,"Gilbert, AZ",33.3103,-111.7431,"Frost, A Gelato Shop",33.30860888470091,-111.74355399689935,Ice Cream Shop
963,"Gilbert, AZ",33.3103,-111.7431,Grimaldi's Pizzeria,33.30996402932586,-111.74388635031484,Pizza Place
